trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.55, 'e': 0.1572371663136276}",20,3,25.629116916362513,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.55, 'e': 0.1556726303679973}",25,10,18.061897588956047,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.55, 'e': 0.1541236618151314}",20,2,-51.07359355215175,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
187,False,"{'a': 0.55, 'e': 0.15259010575688386}",20,9,-23.573183848880305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.55, 'e': 0.1510718088363708}",30,3,-20.82834409614044,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
189,False,"{'a': 0.55, 'e': 0.14956861922263504}",30,1,31.48403923581391,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.55, 'e': 0.14808038659546244}",20,0,-19.582567201289738,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
191,False,"{'a': 0.55, 'e': 0.14660696213035015}",25,0,29.283566160710947,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
192,False,"{'a': 0.55, 'e': 0.14514819848362376}",20,13,15.367985281133427,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.55, 'e': 0.14370394977770293}",20,10,19.22693408139874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.55, 'e': 0.1422740715865136}",25,17,16.420294638781797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.55, 'e': 0.140858420921045}",20,8,11.657907214383364,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.55, 'e': 0.13945685621505094}",25,16,17.804909930638118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.55, 'e': 0.13806923731089282}",25,18,12.532949469535987,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.55, 'e': 0.13669542544552385}",20,8,19.921446364293267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.55, 'e': 0.1353352832366127}",20,0,18.100208410473318,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.55, 'e': 0.13398867466880493}",20,13,13.302421153192356,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.55, 'e': 0.13265546508012172}",20,0,9.145590302052716,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
202,False,"{'a': 0.55, 'e': 0.13133552114849303}",20,12,19.865870598576315,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.55, 'e': 0.1300287108784259}",20,8,22.375385337272295,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.55, 'e': 0.12873490358780423}",35,24,20.505767846816976,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.55, 'e': 0.12745396989482075}",20,6,13.63493951814953,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.55, 'e': 0.12618578170503877}",25,8,-9.510582795108826,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
207,False,"{'a': 0.55, 'e': 0.12493021219858241}",25,14,16.594115681963803,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.55, 'e': 0.12368713581745483}",20,6,-59.322089034600694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
209,False,"{'a': 0.55, 'e': 0.12245642825298192}",20,16,8.229064793056036,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.55, 'e': 0.12123796643338168}",20,0,-6.7905249439717075,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
211,False,"{'a': 0.55, 'e': 0.12003162851145673}",25,13,24.87239454897486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.55, 'e': 0.11883729385240964}",25,13,14.499472414682662,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.55, 'e': 0.11765484302177918}",20,10,18.624905446253674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.55, 'e': 0.11648415777349697}",20,0,-27.00702084173901,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
215,False,"{'a': 0.55, 'e': 0.11532512103806251}",20,2,26.073533497045894,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.55, 'e': 0.11417761691083649}",20,8,21.82665652447368,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.55, 'e': 0.11304153064044985}",25,8,17.28218762164142,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.55, 'e': 0.11191674861732889}",25,19,11.27763468452177,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.55, 'e': 0.11080315836233387}",20,6,21.048508104133962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.55, 'e': 0.10970064851551141}",20,9,17.509340301094454,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.55, 'e': 0.10860910882495797}",20,10,17.934514689347232,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.55, 'e': 0.10752843013579495}",30,16,15.606704809560366,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.55, 'e': 0.1064585043792528}",25,3,30.008220268037913,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.55, 'e': 0.10539922456186433}",25,13,24.554372225347876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.55, 'e': 0.104350484754765}",30,7,-6.4411074043234855,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
226,False,"{'a': 0.55, 'e': 0.1033121800831002}",35,17,32.56805123602855,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.55, 'e': 0.10228420671553744}",20,16,8.764646238628988,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.55, 'e': 0.10126646185388341}",20,9,18.4165395589467,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.55, 'e': 0.1002588437228037}",20,14,11.265079587776395,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.55, 'e': 0.09926125155964564}",25,11,10.17212674845571,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.55, 'e': 0.09827358560436156}",20,0,22.72126949672553,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
232,False,"{'a': 0.55, 'e': 0.09729574708953277}",30,14,15.956775757134109,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.55, 'e': 0.09632763823049303}",25,7,21.93217803666594,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.55, 'e': 0.09536916221554961}",20,6,28.309680192840343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.55, 'e': 0.09442022319630235}",20,0,0.6087213702004642,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
236,False,"{'a': 0.55, 'e': 0.09348072627805847}",25,18,13.012596012095178,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.55, 'e': 0.09255057751034329}",35,23,24.966925217091173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.55, 'e': 0.09162968387750484}",25,10,24.506891221934364,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.55, 'e': 0.09071795328941251}",20,15,9.570428739819796,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.55, 'e': 0.08981529457224763}",25,13,13.103482734186885,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.55, 'e': 0.08892161745938634}",20,10,20.13637771670355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.55, 'e': 0.08803683258237255}",20,15,11.215145628580123,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.55, 'e': 0.0871608514619813}",30,17,25.72396804982055,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.55, 'e': 0.0862935864993705}",30,12,32.60181755827742,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.55, 'e': 0.08543495096732123}",25,11,24.15605815937368,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.55, 'e': 0.08458485900156469}",20,10,6.072946873477128,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.55, 'e': 0.08374322559219596}",20,11,-24.452380795909402,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.55, 'e': 0.08290996657517266}",20,12,4.133091427385047,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.55, 'e': 0.0820849986238988}",30,16,24.909385741815026,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.55, 'e': 0.08126823924089167}",30,22,17.003896448192112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.55, 'e': 0.08045960674953243}",25,17,12.320397854306169,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.55, 'e': 0.07965902028589801}",20,15,-13.443637597076997,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
253,False,"{'a': 0.55, 'e': 0.07886639979067495}",20,16,8.190102381682568,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.55, 'e': 0.07808166600115313}",20,3,32.88718489533361,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.55, 'e': 0.07730474044329974}",25,13,23.47922207827398,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.55, 'e': 0.07653554542391151}",30,19,-0.25684959380453964,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
257,False,"{'a': 0.55, 'e': 0.07577400402284548}",20,12,13.146414756514712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.55, 'e': 0.07502004008532698}",20,15,10.565765137863147,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.55, 'e': 0.07427357821433388}",20,0,17.215577745061314,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
260,False,"{'a': 0.55, 'e': 0.0735345437630571}",30,3,21.214287710209767,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
261,False,"{'a': 0.55, 'e': 0.07280286282743559}",20,12,15.784735549803182,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.55, 'e': 0.0720784622387661}",20,5,5.032977551812369,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.55, 'e': 0.07136126955638605}",25,12,10.287466021445223,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.55, 'e': 0.0706512130604296}",25,6,32.06195452937601,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.55, 'e': 0.06994822174465536}",30,22,13.531448966231935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.55, 'e': 0.06925222530934598}",20,11,16.132360708065775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.55, 'e': 0.06856315415427791}",25,5,14.15645238784051,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
268,False,"{'a': 0.55, 'e': 0.06788093937176144}",20,0,11.101765284097404,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
269,False,"{'a': 0.55, 'e': 0.06720551273974976}",20,0,25.934480573709433,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.55, 'e': 0.06653680671501686}",25,17,17.212578542428695,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.55, 'e': 0.06587475442640295}",20,1,20.5733694976417,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.55, 'e': 0.06521928966812753}",20,6,25.340306321132186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.55, 'e': 0.06457034689316847}",20,11,-26.113433460074056,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.55, 'e': 0.06392786120670757}",20,0,31.110722648743373,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.55, 'e': 0.0632917683596407}",20,12,16.274169941087628,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.55, 'e': 0.06266200474215315}",30,15,23.74489884078368,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.55, 'e': 0.06203850737735829}",30,4,32.77705494854218,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.55, 'e': 0.06142121391500013}",20,8,30.038187300398764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.55, 'e': 0.060810062625217945}",30,12,30.454902837727918,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.55, 'e': 0.06020499239237355}",25,17,12.165062082343002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.55, 'e': 0.05960594270893936}",30,0,33.12811244793183,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
282,False,"{'a': 0.55, 'e': 0.059012853669447835}",30,16,27.875921272049208,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.55, 'e': 0.05842566596450083}",30,4,43.30575504425429,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.55, 'e': 0.05784432087483846}",20,13,10.879452970498608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.55, 'e': 0.05726876026546735}",25,12,23.148441226511153,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.55, 'e': 0.05669892657984691}",20,6,25.013576658684578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.55, 'e': 0.056134762834133725}",20,12,19.54785602495606,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.55, 'e': 0.055576212611483065}",20,13,15.30718651634066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.55, 'e': 0.05502322005640723}",30,10,32.912996271738635,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.55, 'e': 0.05447572986918986}",20,7,3.833407360178173,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
291,False,"{'a': 0.55, 'e': 0.05393368730035602}",25,0,42.7532190078139,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.55, 'e': 0.05339703814519708}",25,18,10.320349919996167,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.55, 'e': 0.05286572873835037}",25,18,12.651435077439292,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.55, 'e': 0.05233970594843238}",20,9,20.438961673381613,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.55, 'e': 0.05181891717272583}",20,0,30.218362539793077,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
296,False,"{'a': 0.55, 'e': 0.051303310331919115}",20,0,33.37822283911313,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.55, 'e': 0.0507928338648985}",30,8,-5.249160023751195,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
298,False,"{'a': 0.55, 'e': 0.050287436723591865}",25,17,14.95853388572948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.55, 'e': 0.049787068367863944}",30,24,10.683906131282669,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.55, 'e': 0.04929167876046214}",20,9,20.6903932112019,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.55, 'e': 0.04880121836201296}",20,11,14.47949059603786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.55, 'e': 0.04831563812606777}",25,14,23.45084086331663,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.55, 'e': 0.04783488949419836}",20,12,14.0236604902682,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.55, 'e': 0.047358924391140915}",25,7,26.44854165546655,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.55, 'e': 0.046887695219988486}",20,15,9.978912157877158,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.55, 'e': 0.04642115485743125}",30,7,39.063969478484665,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.55, 'e': 0.045959256649044204}",25,15,22.224559699137043,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.55, 'e': 0.04550195440462157}",20,16,8.07538545885049,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.55, 'e': 0.0450492023935578}",20,13,12.084145361561493,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.55, 'e': 0.044600955340274535}",25,9,28.17999473981424,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.55, 'e': 0.04415716841969287}",30,14,17.962717694485228,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.55, 'e': 0.04371779725275094}",25,12,15.349193628955515,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.55, 'e': 0.043282797901965896}",20,16,6.868713179301624,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.55, 'e': 0.04285212686704019}",25,17,15.251131548046759,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.55, 'e': 0.042425741080511385}",30,24,10.93625235730535,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.55, 'e': 0.04200359790344555}",20,9,20.717989466063347,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.55, 'e': 0.04158565512117317}",30,18,22.798804325210572,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.55, 'e': 0.04117187093906774}",25,1,40.83566394611519,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.55, 'e': 0.04076220397836621}",20,0,18.85968874658589,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
320,False,"{'a': 0.55, 'e': 0.040356613272031154}",30,19,22.49836884881565,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.55, 'e': 0.039955058260653896}",25,20,10.521999492677338,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.55, 'e': 0.039557498788398725}",25,11,28.013383916662416,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.55, 'e': 0.039163895098987066}",30,18,25.4506597672213,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.55, 'e': 0.03877420783172201}",20,14,12.312423079350278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.55, 'e': 0.03838839801755206}",30,12,32.19719426036052,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.55, 'e': 0.038006427075174314}",30,15,29.039791244868457,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.55, 'e': 0.0376282568071762}",20,0,36.28255335036489,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.55, 'e': 0.03725384939621581}",25,16,14.050691169682082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.55, 'e': 0.036883167401239994}",20,1,-7.387685348299137,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
330,False,"{'a': 0.55, 'e': 0.0365161737537404}",20,13,13.184084298418474,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.55, 'e': 0.03615283175404641}",20,10,15.00800536051806,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.55, 'e': 0.0357931050676553}",30,13,25.13411466652701,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.55, 'e': 0.03543695772159864}",25,8,30.393836048827186,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.55, 'e': 0.03508435410084502}",20,9,19.199076746534995,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.55, 'e': 0.03473525894473856}",35,18,33.13575925158491,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.55, 'e': 0.03438963734347271}",20,5,29.55637799255617,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.55, 'e': 0.034047454734599344}",30,18,21.531636117047093,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.55, 'e': 0.0337086768995724}",25,13,23.29159833232091,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.55, 'e': 0.03337326996032608}",25,16,16.386263433147672,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.55, 'e': 0.03304120037588693}",25,3,34.66712020363106,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.55, 'e': 0.03271243493901982}",25,8,25.24692751793999,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.55, 'e': 0.03238694077290704}",25,5,31.468002988549085,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.55, 'e': 0.032064685327860776}",20,10,20.868581158038836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.55, 'e': 0.03174563637806794}",25,11,13.096453147997904,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.55, 'e': 0.03142976201836771}",30,17,26.794177302633976,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.55, 'e': 0.03111703066106086}",25,11,28.004096151120695,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.55, 'e': 0.03080741103275108}",20,9,19.86795322446405,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.55, 'e': 0.03050087217121748}",30,24,10.854347114676303,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.55, 'e': 0.030197383422318504}",20,0,11.60474694688923,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
350,False,"{'a': 0.55, 'e': 0.029896914436926308}",20,0,34.55614532786824,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.55, 'e': 0.029599435167891996}",30,12,19.541267704855514,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.55, 'e': 0.02930491586704075}",25,16,14.485000818408011,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.55, 'e': 0.029013327082197053}",25,19,12.334901794826369,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.55, 'e': 0.028724639654239423}",30,17,26.383417637326353,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.55, 'e': 0.028438824714184505}",20,9,21.039612073126303,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.55, 'e': 0.028155853680300096}",35,21,26.274423660971635,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.55, 'e': 0.027875698255247015}",20,8,23.165132778473918,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.55, 'e': 0.027598330423249287}",20,7,22.77175646707353,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.55, 'e': 0.02732372244729256}",20,11,13.622473129340115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.55, 'e': 0.027051846866350412}",20,15,9.710399459698053,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.55, 'e': 0.026782676492638175}",30,17,26.369526235602123,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.55, 'e': 0.02651618440889418}",20,8,16.825199867690348,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.55, 'e': 0.02625234396568796}",30,12,30.80326514262858,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.55, 'e': 0.025991128778755344}",25,18,0.3070202144634919,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.55, 'e': 0.025732512726359943}",25,12,25.38111668839545,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.55, 'e': 0.025476469946681016}",20,6,24.473756370010776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.55, 'e': 0.02522297483522721}",25,3,41.751535461370935,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.55, 'e': 0.02497200204227616}",20,12,17.26618427577469,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
